"date_GMT","RH","temp","purpleair_pm2.5","pm2.5c"
2020-07-15 15:00:00,45.5714285714286,30.5555555555556,50.1664285714286,51.338122124967
2020-07-17 22:00:00,60.4166666666667,25.3935185185185,82.6254166666667,67.7319001283809
2020-07-17 23:00:00,61.7333333333333,25,95.1326666666667,74.4307452989263
2020-07-18 00:00:00,61,25.2777777777778,88.5973333333333,70.862938272937
2020-07-18 01:00:00,61.7333333333333,24.962962962963,88.608,70.8681889206156
2020-07-18 02:00:00,62.9,24.7777777777778,87.1003333333333,69.6283342454596
2020-07-18 03:00:00,64,24.2037037037037,105.861666666667,80.1383843625849
2020-07-18 04:00:00,65.4333333333333,23.6111111111111,113.281666666667,84.2133910450311
2020-07-18 05:00:00,65.1333333333333,23.8888888888889,114.464333333333,84.6770244999209
2020-07-18 06:00:00,66,23.8888888888889,121.576666666667,88.1345020143583
2020-07-18 07:00:00,66.0333333333333,23.6666666666667,151.580666666667,105.001916405905
2020-07-18 08:00:00,65.5,23.8888888888889,130.201333333333,93.1820460328545
2020-07-18 09:00:00,61.6333333333333,24.7037037037037,103.140333333333,79.2962526327725
2020-07-18 10:00:00,56.5,25.9814814814815,95.0813333333333,76.0287930853222
2020-07-18 11:00:00,53.2,27.2037037037037,85.1556666666667,70.7892079147363
2020-07-18 12:00:00,49.7,28.5,76.3826666666667,66.202666145162
2020-07-18 13:00:00,46.7666666666667,29.7037037037037,70.724,63.1456025377535
2020-07-18 14:00:00,45.1333333333333,30,75.0613333333333,66.0658771652414
2020-07-18 15:00:00,46,30,84.795,70.9737128034916
2020-07-18 16:00:00,47,29.2962962962963,99.1586666666667,79.2718697661655
2020-07-18 17:00:00,47.9,28.5555555555556,114.195,88.0448046107718
2020-07-18 18:00:00,49.8333333333333,27.9444444444444,112.483333333333,86.8154881002457
2020-07-18 19:00:00,52.5,27.2222222222222,116.772333333333,88.6445020217684
2020-07-18 20:00:00,52.9666666666667,27.0555555555556,115.455333333333,87.8722426748002
2020-07-18 21:00:00,54.8333333333333,26.5925925925926,116.797666666667,88.1795094441889
2020-07-18 22:00:00,58.0333333333333,26,119.625333333333,88.7398355436384
2020-07-18 23:00:00,60.9333333333333,25.3703703703704,112.929,84.2434635609985
2020-07-19 00:00:00,61.2666666666667,24.6111111111111,120.317666666667,89.1211050330601
2020-07-19 01:00:00,62.9666666666667,24.3703703703704,109.042,82.2539547455173
2020-07-19 02:00:00,64.9333333333333,23.8888888888889,106.177,80.2019640157057
2020-07-19 03:00:00,64.1333333333333,23.8888888888889,97.208,75.680464278681
2020-07-19 04:00:00,63.7666666666667,24.0185185185185,94.7266666666667,74.3435008029694
