Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Kampala,PM2.5 - Principal,2020-01-01 01:00 AM,2020,01,01,01,203.4,253,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 02:00 AM,2020,01,01,02,160.2,211,Very Unhealthy,117.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 03:00 AM,2020,01,01,03,101.1,175,Unhealthy,42.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 04:00 AM,2020,01,01,04,68.0,157,Unhealthy,35.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 05:00 AM,2020,01,01,05,63.0,155,Unhealthy,58.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 06:00 AM,2020,01,01,06,53.5,145,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 07:00 AM,2020,01,01,07,58.7,153,Unhealthy,64.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 08:00 AM,2020,01,01,08,50.8,139,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 09:00 AM,2020,01,01,09,46.4,128,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 10:00 AM,2020,01,01,10,47.2,130,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 11:00 AM,2020,01,01,11,48.0,132,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 12:00 PM,2020,01,01,12,44.5,123,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 01:00 PM,2020,01,01,13,40.2,113,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 02:00 PM,2020,01,01,14,35.6,101,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 03:00 PM,2020,01,01,15,34.3,98,Moderate,33.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 04:00 PM,2020,01,01,16,33.6,96,Moderate,33.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 05:00 PM,2020,01,01,17,31.8,92,Moderate,30.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 06:00 PM,2020,01,01,18,34.9,99,Moderate,38.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 07:00 PM,2020,01,01,19,37.1,105,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 08:00 PM,2020,01,01,20,52.9,144,Unhealthy for Sensitive Groups,68.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 09:00 PM,2020,01,01,21,69.9,158,Unhealthy,87.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 10:00 PM,2020,01,01,22,92.5,170,Unhealthy,115.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-01 11:00 PM,2020,01,01,23,144.7,197,Unhealthy,197.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 12:00 AM,2020,01,02,00,140.8,195,Unhealthy,137.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 01:00 AM,2020,01,02,01,130.4,190,Unhealthy,120.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 02:00 AM,2020,01,02,02,123.7,186,Unhealthy,117.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 03:00 AM,2020,01,02,03,109.3,179,Unhealthy,95.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 04:00 AM,2020,01,02,04,103.1,176,Unhealthy,97.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 05:00 AM,2020,01,02,05,94.6,171,Unhealthy,86.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 06:00 AM,2020,01,02,06,86.8,167,Unhealthy,79.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 07:00 AM,2020,01,02,07,87.4,167,Unhealthy,88.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 08:00 AM,2020,01,02,08,101.7,175,Unhealthy,116.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 09:00 AM,2020,01,02,09,91.8,170,Unhealthy,82.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 10:00 AM,2020,01,02,10,71.9,159,Unhealthy,52.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 11:00 AM,2020,01,02,11,58.4,152,Unhealthy,45.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 12:00 PM,2020,01,02,12,47.7,131,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 01:00 PM,2020,01,02,13,42.3,118,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 02:00 PM,2020,01,02,14,33.1,95,Moderate,24.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 03:00 PM,2020,01,02,15,32.0,93,Moderate,31.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 04:00 PM,2020,01,02,16,35.0,99,Moderate,38.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 05:00 PM,2020,01,02,17,30.5,90,Moderate,26.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 06:00 PM,2020,01,02,18,29.7,88,Moderate,29.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 07:00 PM,2020,01,02,19,36.8,104,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 08:00 PM,2020,01,02,20,55.9,151,Unhealthy,75.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 09:00 PM,2020,01,02,21,78.9,163,Unhealthy,102.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 10:00 PM,2020,01,02,22,113.4,181,Unhealthy,148.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-02 11:00 PM,2020,01,02,23,100.7,174,Unhealthy,88.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 12:00 AM,2020,01,03,00,89.8,169,Unhealthy,79.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 01:00 AM,2020,01,03,01,100.9,174,Unhealthy,112.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 02:00 AM,2020,01,03,02,88.9,168,Unhealthy,77.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 03:00 AM,2020,01,03,03,68.9,158,Unhealthy,49.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 04:00 AM,2020,01,03,04,55.9,151,Unhealthy,43.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 05:00 AM,2020,01,03,05,58.5,153,Unhealthy,61.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 06:00 AM,2020,01,03,06,55.7,151,Unhealthy,53.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 07:00 AM,2020,01,03,07,63.8,155,Unhealthy,72.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 08:00 AM,2020,01,03,08,64.4,156,Unhealthy,65.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 09:00 AM,2020,01,03,09,62.7,155,Unhealthy,61.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 10:00 AM,2020,01,03,10,51.3,140,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 11:00 AM,2020,01,03,11,40.6,114,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 12:00 PM,2020,01,03,12,35.8,102,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 01:00 PM,2020,01,03,13,31.9,93,Moderate,28.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 02:00 PM,2020,01,03,14,29.9,88,Moderate,28.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 03:00 PM,2020,01,03,15,31.4,92,Moderate,33.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 04:00 PM,2020,01,03,16,31.7,92,Moderate,32.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 05:00 PM,2020,01,03,17,31.3,91,Moderate,31.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 06:00 PM,2020,01,03,18,29.6,88,Moderate,28.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 07:00 PM,2020,01,03,19,37.3,105,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 08:00 PM,2020,01,03,20,48.1,132,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 09:00 PM,2020,01,03,21,66.0,156,Unhealthy,84.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 10:00 PM,2020,01,03,22,64.0,155,Unhealthy,62.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-03 11:00 PM,2020,01,03,23,64.0,155,Unhealthy,64.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 12:00 AM,2020,01,04,00,65.5,156,Unhealthy,67.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 01:00 AM,2020,01,04,01,47.7,131,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 02:00 AM,2020,01,04,02,40.8,114,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 03:00 AM,2020,01,04,03,35.9,102,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 04:00 AM,2020,01,04,04,35.4,100,Moderate,35.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 05:00 AM,2020,01,04,05,43.2,120,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 06:00 AM,2020,01,04,06,49.6,136,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 07:00 AM,2020,01,04,07,50.8,139,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 08:00 AM,2020,01,04,08,77.9,163,Unhealthy,105.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 09:00 AM,2020,01,04,09,92.9,170,Unhealthy,108.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 10:00 AM,2020,01,04,10,72.9,160,Unhealthy,53.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 11:00 AM,2020,01,04,11,50.4,138,Unhealthy for Sensitive Groups,28.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 12:00 PM,2020,01,04,12,38.2,108,Unhealthy for Sensitive Groups,26.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 01:00 PM,2020,01,04,13,36.6,104,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 02:00 PM,2020,01,04,14,37.3,105,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 03:00 PM,2020,01,04,15,32.1,93,Moderate,27.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 04:00 PM,2020,01,04,16,32.5,94,Moderate,33.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 05:00 PM,2020,01,04,17,32.2,93,Moderate,32.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 06:00 PM,2020,01,04,18,40.1,112,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 07:00 PM,2020,01,04,19,49.5,135,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 08:00 PM,2020,01,04,20,51.7,141,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 09:00 PM,2020,01,04,21,89.3,168,Unhealthy,127.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 10:00 PM,2020,01,04,22,93.7,171,Unhealthy,98.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-04 11:00 PM,2020,01,04,23,84.8,166,Unhealthy,76.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 12:00 AM,2020,01,05,00,76.9,162,Unhealthy,69.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 01:00 AM,2020,01,05,01,66.9,157,Unhealthy,57.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 02:00 AM,2020,01,05,02,57.9,152,Unhealthy,49.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 03:00 AM,2020,01,05,03,55.4,150,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 04:00 AM,2020,01,05,04,47.2,130,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 05:00 AM,2020,01,05,05,63.6,155,Unhealthy,80.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 06:00 AM,2020,01,05,06,68.8,158,Unhealthy,74.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 07:00 AM,2020,01,05,07,57.4,152,Unhealthy,46.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 08:00 AM,2020,01,05,08,55.2,150,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 09:00 AM,2020,01,05,09,51.5,140,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 10:00 AM,2020,01,05,10,50.2,137,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 11:00 AM,2020,01,05,11,47.1,130,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 12:00 PM,2020,01,05,12,46.0,127,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 01:00 PM,2020,01,05,13,42.0,117,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 02:00 PM,2020,01,05,14,38.0,107,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 03:00 PM,2020,01,05,15,34.0,97,Moderate,30.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 04:00 PM,2020,01,05,16,34.0,97,Moderate,34.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 05:00 PM,2020,01,05,17,35.9,102,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 06:00 PM,2020,01,05,18,41.2,115,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 07:00 PM,2020,01,05,19,49.6,136,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 08:00 PM,2020,01,05,20,56.5,152,Unhealthy,63.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 09:00 PM,2020,01,05,21,66.7,157,Unhealthy,77.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 10:00 PM,2020,01,05,22,74.3,161,Unhealthy,82.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-05 11:00 PM,2020,01,05,23,79.1,163,Unhealthy,84.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 12:00 AM,2020,01,06,00,73.1,160,Unhealthy,67.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 01:00 AM,2020,01,06,01,65.5,156,Unhealthy,58.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 02:00 AM,2020,01,06,02,63.2,155,Unhealthy,61.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 03:00 AM,2020,01,06,03,61.1,154,Unhealthy,59.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 04:00 AM,2020,01,06,04,57.5,152,Unhealthy,54.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 05:00 AM,2020,01,06,05,59.1,153,Unhealthy,60.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 06:00 AM,2020,01,06,06,59.5,153,Unhealthy,59.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 07:00 AM,2020,01,06,07,66.5,157,Unhealthy,79.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 08:00 AM,2020,01,06,08,69.5,158,Unhealthy,75.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 09:00 AM,2020,01,06,09,72.2,160,Unhealthy,77.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 10:00 AM,2020,01,06,10,78.6,163,Unhealthy,88.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 11:00 AM,2020,01,06,11,75.2,161,Unhealthy,70.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 12:00 PM,2020,01,06,12,74.8,161,Unhealthy,74.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 01:00 PM,2020,01,06,13,73.3,160,Unhealthy,71.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 02:00 PM,2020,01,06,14,68.1,158,Unhealthy,60.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 03:00 PM,2020,01,06,15,65.8,156,Unhealthy,62.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 04:00 PM,2020,01,06,16,64.1,155,Unhealthy,59.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 05:00 PM,2020,01,06,17,64.1,155,Unhealthy,64.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 06:00 PM,2020,01,06,18,65.4,156,Unhealthy,68.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 07:00 PM,2020,01,06,19,70.2,159,Unhealthy,80.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 08:00 PM,2020,01,06,20,84.3,166,Unhealthy,102.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 09:00 PM,2020,01,06,21,122.1,185,Unhealthy,157.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 10:00 PM,2020,01,06,22,114.0,181,Unhealthy,106.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-06 11:00 PM,2020,01,06,23,96.0,172,Unhealthy,78.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 12:00 AM,2020,01,07,00,86.0,167,Unhealthy,76.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 01:00 AM,2020,01,07,01,79.5,163,Unhealthy,73.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 02:00 AM,2020,01,07,02,74.2,161,Unhealthy,69.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 03:00 AM,2020,01,07,03,80.1,164,Unhealthy,86.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 04:00 AM,2020,01,07,04,73.0,160,Unhealthy,66.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 05:00 AM,2020,01,07,05,81.5,164,Unhealthy,90.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 06:00 AM,2020,01,07,06,92.2,170,Unhealthy,103.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 07:00 AM,2020,01,07,07,109.6,179,Unhealthy,127.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 08:00 AM,2020,01,07,08,125.3,187,Unhealthy,141.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 09:00 AM,2020,01,07,09,121.6,185,Unhealthy,118.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 10:00 AM,2020,01,07,10,102.8,175,Unhealthy,84.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 11:00 AM,2020,01,07,11,92.4,170,Unhealthy,82.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 12:00 PM,2020,01,07,12,82.2,165,Unhealthy,72.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 01:00 PM,2020,01,07,13,74.1,161,Unhealthy,66.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 02:00 PM,2020,01,07,14,70.5,159,Unhealthy,67.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 03:00 PM,2020,01,07,15,64.7,156,Unhealthy,59.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 04:00 PM,2020,01,07,16,59.3,153,Unhealthy,54.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 05:00 PM,2020,01,07,17,60.6,154,Unhealthy,62.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 06:00 PM,2020,01,07,18,63.8,155,Unhealthy,67.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 07:00 PM,2020,01,07,19,51.9,141,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 08:00 PM,2020,01,07,20,66.4,157,Unhealthy,81.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 09:00 PM,2020,01,07,21,82.7,165,Unhealthy,99.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 10:00 PM,2020,01,07,22,88.3,168,Unhealthy,94.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-07 11:00 PM,2020,01,07,23,85.1,166,Unhealthy,82.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-08 12:00 AM,2020,01,08,00,84.5,166,Unhealthy,84.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-08 01:00 AM,2020,01,08,01,73.7,160,Unhealthy,63.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-08 02:00 AM,2020,01,08,02,77.8,163,Unhealthy,82.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-08 03:00 AM,2020,01,08,03,73.9,161,Unhealthy,70.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-08 04:00 AM,2020,01,08,04,69.4,158,Unhealthy,65.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-08 05:00 AM,2020,01,08,05,67.7,157,Unhealthy,66.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-08 06:00 AM,2020,01,08,06,68.8,158,Unhealthy,70.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-08 07:00 AM,2020,01,08,07,81.4,164,Unhealthy,101.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-08 08:00 AM,2020,01,08,08,98.4,173,Unhealthy,116.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-08 09:00 AM,2020,01,08,09,123.2,186,Unhealthy,146.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-08 10:00 AM,2020,01,08,10,122.1,185,Unhealthy,121.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-08 11:00 AM,2020,01,08,11,111.0,180,Unhealthy,100.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-08 12:00 PM,2020,01,08,12,111.0,180,Unhealthy,-999.0,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2020-01-08 01:00 PM,2020,01,08,13,111.0,180,Unhealthy,-999.0,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2020-01-08 02:00 PM,2020,01,08,14,111.0,180,Unhealthy,-999.0,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2020-01-08 03:00 PM,2020,01,08,15,111.0,180,Unhealthy,-999.0,UG/M3,1 Hr,Missing
Kampala,PM2.5 - Principal,2020-01-14 09:00 AM,2020,01,14,09,-999.0,-999,N/A,133.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-14 10:00 AM,2020,01,14,10,105.9,177,Unhealthy,88.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-14 11:00 AM,2020,01,14,11,97.8,173,Unhealthy,89.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-14 12:00 PM,2020,01,14,12,97.0,172,Unhealthy,96.0,UG/M3,1 Hr,Valid
Kampala,PM2.5 - Principal,2020-01-14 01:00 PM,2020,01,14,13,91.5,170,Unhealthy,84.0,UG/M3,1 Hr,Valid
